OK, nested	doc#994	. Te vagy az, aki beszélgetni akar vele.	Furcsa egy ízlésed	van neked, hallod -e! A flood-tól kifordul 
OK, nested	doc#1018	beny 11/04/99 10:24:26 Hát Neked elég	furcsa egy ízlésed	van! Inkább a Zsu-t szard le, hátha jobban 
OK, nested	doc#2159	szakpolitikusok számára is enyhén szólva	furcsa egy törvénymódosítás	kapcsán kezelni egy oda egyáltalán 
OK, full	doc#992	néhány dolgoban egyet értek Uselessel. ﹙	Furcsa egy teremtés	, a kezdet-kezdetétől fogva biztos vagyok 
OK, nested	doc#1712	mellé tették a padkára. No, annyi bizonyos,	furcsa egy teremtés	volt ez a csöppség. Amikor egy tányér levest 
OK, nested	doc#1018	mert már olyan közel álltunk egymáshoz.	Furcsa egy pillanat	volt, hiszen ott álltunk egymással szemben 
OK, nested	doc#2091	Alig kellett hozzáadni egy-két marékkal.	Furcsa egy pillanat	volt ez. Ahogyan a meztelen, hájgyűrűkkel 
OK, nested, special	doc#472	bizonytalan szellemképe fogadja. Különben elég	furcsa egy kaland	ez: van -e olyan vakmerő nő, aki éjszaka 
OK, nested	doc#1370	vendégekül köszöntenétek. A Fúriák ők -	furcsa egy kaland	ez -, Jólformált, ifjú, bájos, tünde lények 
OK, full	doc#577	megszólalni ez a képtelen történelmi közjáték.	Furcsa egy história	. Nekem tetszik. - Versciklusából  
OK, nested	doc#1457	- Fel-le jár. Szünet után﹚ Hát tudja -	furcsa egy história	ez! MÜHLSTADT Hát nem gazember az  
OK, nested	doc#1117	most sem békélt meg teljesen. Szóval	furcsa egy hely	Japán. Elsőre minden szépnek tűnik, gyönyörű 
OK, nested	doc#2288	bólogatva: nahát, tényleg, ez a Magyarország	furcsa egy hely	, és a magyarok is nagyon furcsák, olyan 
OK, full	doc#1962	széléről a kosarakat, továbbindultak.	Furcsa egy fajta	- motyogta Faggyas. - Sokszor kérdem magamtól 
OK, nested	doc#2649	alatt a Föld körül Szóval a politikus	furcsa egy fajta	. Földünk lakosságának túlnyomó többsége 
OK, full	doc#1414	önmagunk nézői vagyunk, önmagunk közönsége.	Furcsa egy előadás	! - Valóban furcsa egy előadás! -  
OK, nested	doc#1414	közönsége. Furcsa egy előadás! - Valóban	furcsa egy előadás	! - De hát a jelen nem létezik múlt 
OK, nested	doc#2247	kapható és kizárólag neki készített kis Sagem	furcsa egy darab	, nehéz véleményt mondani róla. Ennek oka 
OK, nested	doc#2339	AIDS-film André Téchiné Szemtanúk című filmje	furcsa egy darab	: kőkemény, ólomnehéz témát választ, amit 
OK, nested	doc#980	Bugyirózsaszín? Vagy b * zirózsaszín?	Fura egy ízlésed	van... Csokis2 11/14/99 15:40:51 En 
OK, nested	doc#990	04/22/99 09:37:21 Hááát zsoltu mesterem,	fura egy ízlésed	van öltözködés terén, annyi szent!. -﹚﹚ 
OK, nested	doc#1845	voltak nászutasok hajdan apám meg anyám	fura egy város	nincs járda se közlekedésrend a Campo dei 
OK, nested	doc#409	fölélemedve önnön nyelvükkel világítanának	fura egy szerzemény	az ember állat meséket ír olvas hogy elfeledje 
OK, nested	doc#998	a Te korod a huszonkettő, Nem vagyok én	fura egy nő	?: D Várom most már azt a ' cselet 
OK, nested	doc#2373	, egy fiatal férfi pedig vakolt. '	Fura egy nő	volt, akik látták azt mondták, hogy állandóan 
OK, full	doc#1521	Címere '. Emblémásdi. BÓDOG Emblémásdi!	Fura egy játék	, annyi szent. DÖME Csalni nem lehet 
OK, nested	doc#2245	után megkapja a második epizódját.	Fura egy játék	ez a Perimeter. Egyrészt első látásra mindennek 
OK, nested	doc#1874	baseballsapkát viselt﹚. Ez a kínai különben	fura egy figura	volt. - Maga ilyeneket olvas? - kérdeztem 
OK, nested	doc#2245	tárházából. Most érdemes lecsapni rá. Abe	fura egy figura	. Mudokon, és mint ilyen, nem áll a tápláléklánc 
OK, nested	doc#2245	szeretet lakozik benne. Bruce Wayne	fura egy fazon	, még a bőre alatt is pénz található, ám 
OK, nested	doc#2245	mozival robbantana kasszát. Hancock	fura egy fazon	. Emberfeletti képességekkel rendelkezik 
OK, full	doc#1454	megintcsak túlhangos volt a nevetése. -	Fura egy alak	, - vizsgálgattam őt a sötétben. - 
OK, nested	doc#1700	lepuffantottak, mint egy kutyát. Hát	fura egy alak	volt ez a Szarvaspataki - őt adták mellém 
OK, nested	doc#2245	nyáron. De a többiek azt mondták, maga elég	fukar egy alak	. Örülhetek, ha húsz forintot kapok magától 
OK, nested, special	doc#991	2.4-es TDi motorját rakták bele... Hát elég	forró egy gép	:o﹚ Ruppy 10/26/99 15:54:39 Adm 
OK, nested, special	doc#1011	Transporter 2, 4-es TDi motorjával.... elég	forró egy gép	:o﹚ Adm 10/20/99 14:22:37 Szép jó napot 
OK, nested	doc#1011	Tokeletesen igaz, kedves Genialis. Amerika azert	fantasztikus egy hely	, mert sikeresen elhiteti a polgaraival, 
OK, nested	doc#2288	Szóval ez a monostori erőd itt Komáromban	fantasztikus egy hely	, de annyira, hogy az embernek elakad a  
OK, nested	doc#2291	amerikai turnéján a bicepszeit mutogatja -	erős egy férfi	ez - ami kétségkívűl megkönnyíti a bulvárhírek 
OK, full	doc#1020	többen nézik és hát a tvk a reklámból élnek.	Egyszerű egy képlet	, mi? ﹙neked lehet, hogy csak a közszolgálatit 
OK, nested	doc#2606	, hát nem jár minden nap. ' Nagyon	egyszerű egy képlet	, azt kell elmondani, hogyha az alkohol  
OK, full	doc#1010	negatív figurákat. Mondom ha tényleg igaz,	durva egy eset	. Ezt amúgy te saját magad láttad, vagy  
OK, full	doc#1010	cselekedetetit. ' Mondom ha tényleg igaz,	durva egy eset	. ' Ez igy tortent. Es en fenntartom 
OK, nested	doc#10	evő-rágó nyílását. Mint a disznó...	Disznó egy világban	élünk. Uj resz BALOGH BERTALAN A komputer 
OK, nested	doc#81	evő-rágó nyílását. Mint a disznó...	Disznó egy világban	élünk. A komputer volt a mániája, 
OK, nested	doc#1014	megálltak, és emberesen berúgtak. A költözés	cudar egy dolog	. Viszont ha a nyelvvizsga-bizonyítvány  
OK, nested	doc#1051	és emberesen berúgtak. A költözés	cudar egy dolog	. Viszont ha a nyelvvizsga-bizonyítvány 
OK, nested	doc#1603	csináljanak - nyögi a tenyerem alatt. -	Csúnya egy élet	van ott, Száska - mondom. Azután  
OK, full	doc#2084	- Egy tánc. Miféle? Auvauvauvauer.	Csúnya egy név	! Nos, játssza ezt. Jó lesz. Ha egyszer  
OK, nested	doc#995	néhanap. tudod, pénz beszél, kutya ugat...	Csúnya egy látvány	az éhenhalt bolgár hazafi... Mérettétek 
OK, nested	doc#1022	21:48:19 Felbőszült szakállas entellektuel...	Csúnya egy látvány	lehet... :-﹚ Igor kanguru 10/24/99 
OK, nested	doc#1528	A protokoll! A szolgálat... De ez a mai:	csodálatos egy nap	. Ahogy a nagyságos asszony mondta: Bécs 
OK, nested	doc#976	lyukkezdemény eltűnt. Azt kell mondanom, hogy	csodálatos egy lény	az ázalag. Remélem nem egy kihaló félben 
OK, nested	doc#1458	- No lám, no lám! - kiáltottam ekkor. -	Csodálatos egy lény	maga, - folytattam kis idő után egészen 
OK, nested	doc#980	, es mivel az TE is lehetnel... Hat eleg	cinkes egy helyzet	lenne artatlanul setalni a kotel fele,  
OK, nested	doc#2245	fejét akarják... trófeának. Szarva közt a...	Cinkes egy helyzet	, nem? Egyik oldalról begőzölt mutánsok  
OK, nested	doc#1363	saroglyába. A lőcshöz kötve kecske és tehén.	Cifra egy sereglet	mindenképpen! Égő jobbágykunyhók közt vágtáztunk 
OK, nested	doc#1072	1997. április 21., hétfő Mi lesz a választások után? A	bűvös egy év	Bő egy évvel a választások előtt a magyar 
OK, nested	doc#1072	másik kormánypártot, az MSZP-t illeti, a '	bűvös egy év	' közelsége náluk is újfajta mozgásokat 
OK, nested	doc#2288	. Bizony, bizony, nem is hinnénk, milyen	bonyolult egy dolog	ez az irodalom. Mármost, ami a konkrét  
OK, nested	doc#1610	parancsoljon kocsit, kedves Ödi úr! -	Bolond egy ördög	, hogy telezúgja az ember fejét - mormogta 
OK, nested	doc#1610	kunkorította betyárul keményre, hegyesre. -	Bolond egy ördög	! - mondta István a fogai között, mikor  
OK, nested, special	doc#1007	az évődésnek.... Én egy szerencsés,	boldog egy ember	vagyok... Szulamit kedves, állítólag 
OK, nested, special	doc#1022	voltam, de az internetnek köszönhetően már	boldog egy ember	vagyok. Kivánom Neked is, hogy sikerüljön 
OK, full	doc#2562	, Eric Johnson, Angus és Malcolm Young -	őrült egy projekt	. Még reménykedem hogy sikerül megnyerni 
OK, nested	doc#2619	Ez életem legszebb győzelme. Hihetetlen,	őrült egy futam	volt. Eső, napsütés, elképesztő élmény. 
OK, nested	doc#2426	lehet ennek a következménye. Egy biztos:	őrült egy este	lesz ' - mondta a szakvezető, aki, úgy  
OK, full	doc#1452	védelmére megszervezett kommisszáriátusokról.	Őrjítő egy intézmény	. S ezek, úgy érzem, már utánam is lesnek 
OK, nested, special	doc#2549	hangolt, összecsiszolt stílusukkal nagyon	ütős egy csapat	! Rövidesen ők lesznek Los Angeles legsikeresebb 
OK, nested	doc#686	mikor tavaly tavasszal idekerült - micsoda	ügyetlen egy teremtés	ez! Csak bolyongott a termekben, folyosókon 
OK, nested	doc#2247	telefonunkon nincs jack kimenet. Meg kell mondjam,	ötletes egy termék	ez, és ha elfogadjuk az FM-transzmitteres 
OK, full	doc#1161	használatban vagy többé-kevésbé pozitív töltésű ﹙'	ördöngös egy fickó	! '﹚, vagy pedig ' az ördögtŐl ' való olyan 
OK, nested	doc#1559	csóválta Kilin a fejét -, ez már igazán	ördöngös egy dolog	. Halámcsak, hogy megy! - s azzal ő is odalépett 
OK, nested	doc#1012	egyik legsikerültebb faktoidja - valóban	ördögi egy munka	﹙régen, de olvastam...﹚. Jogi kérdéseid 
OK, nested	doc#2493	első ecuadori lehetőség ezzel szemben máris	óriási egy ziccer	volt, aminek kialakuláshoz elsősorban az 
OK, nested	doc#2605	itt a gázáremelés okán? Z: - riási,	óriási egy bombának	, egy szunnyadó bombának tartom, igen, egy 
OK, nested, special	doc#1020	álljatok le velem vitartkozni, mert máma kurva	ócska egy napom	van, ezért írok ilyen rémes Hrabal stílusba 
OK, nested, special	doc#1020	getom 10/16/99 14:12:25 A hófarkas kurva	ócska egy könyv	, már megbocsáss, én marha fejemmel meg  
OK, nested	doc#975	küldjük oda a csicskánkat. ﹙ejnye, ennyire	ócska egy karatetábor	volt, önbizalmat se adott?!?!?!﹚ 2. Egyébként 
OK, nested	doc#2610	az Őrségbe érkező emberek, mert annyira	ízes egy étekről	van szó. És a világ legegyszerűbb összetevői 
OK, nested	doc#1052	összes ujját, márpedig a hobbitok köztudottan	ínyenc egy népség	. Egyszóval jó néven vette, hogy az idén 
OK, nested	doc#591	feketeséget, és az jár az eszemben, hogy	éteri egy dolog	szakértőnek lenni. A szakértő természetesen 
OK, nested	doc#2326	szülök majd Szonjának kisöcsköst. Hát micsoda	érzéketlen egy Pasit	fogtam ki?! Nem megmondtam, hogy soha többé 
OK, nested	doc#2288	Rosszakarói szerint pedig, mert annyira	érdektelen egy figura	, hogy még a nagy átszervezések és kirúgások 
OK, nested	doc#1091	a budapesti kitelepítéseket. ﹙Talán nem	érdektelen egy adalék	az irodalmi utókornak. A Heves megyei Hort 
OK, nested	doc#981	vonzóbb vagyok a bossnál. stb, stb, stb,	érdekes egy éjszaka	volt, adott körülményke között talán útra 
OK, nested	doc#986	Mária személyéről ökümenikus beszélni, hát	érdekes egy témaválasztás	.﹚ Közös elmélkedes, ilyesmi, énekelgetés 
OK, nested	doc#1005	bort mért a Marikanéni ﹙maradjunk annyiban:	érdekes egy teremtés	... de tudja a menetrendet﹚. Na, maj ' sörözünk 
OK, nested	doc#2138	szövetséget, amit a kormánnyal kötöttek. Hát	érdekes egy szövetség	az, ami úgy kezdődik, hogy megvonták a  
OK, full	doc#985	csütörtök délután meg roszul lettem a metrón ﹙	érdekes egy sztori	, majd elmesélem, de már nincs persze semmi 
OK, full	doc#973	felébredtem. Pepin 03/31/98 23:31:00 Hmm..,	érdekes egy szituáció	. Fogalmam sincs, hogy tetszik -e az embereknek 
OK, nested	doc#2291	a Geréb Ágnes. Aki, valljuk meg, roppant	érdekes egy személyiség	. Akaratlanul zászlója lett egy mozgalomnak 
OK, full	doc#2649	' Hát elég gyakran, szóval nem tudom,	érdekes egy osztályfőnök	. ' ' Ülünk a teremben és egy ablak 
OK, nested	doc#2215	mégis csak egy világhatalom. Amúgy meg	érdekes egy ország	az, ahol ekkora skandalum lehet abból,  
OK, nested	doc#997	Múltkor elgondolkoztam azon, hogy milyen egy	érdekes egy nép	vagyunk, az amerikaiak például büszkék  
OK, nested	doc#999	, hogy a kettő nem szükségképpen azonos.	Érdekes egy nyelv	a magyar! bubu 06/07/99 00:30:42 megeshet 
OK, nested	doc#992	örökkévalóság, hát még megvásárolni. Mindenesetre	érdekes egy lista	a Devotional Tour alatt vettem a fejembe 
OK, nested	doc#988	farmerban, akkor jön a nagy hellozás. Ez is	érdekes egy jelenség	. hosszu 02/16/99 14:22:51 En sokszor 
OK, full	doc#989	szám. Külső vagy belső modemed van?	Érdekes egy história	az egyszer biztos. Hancu 02/28/99 14:24:21 
OK, nested	doc#1096	történelemből, de mindenesetre így első hallomásra	érdekes egy história	lehet, ha a gyarmatosítás és meghódíttatás 
OK, nested	doc#1048	Az a szoba egyébként, mai szemmel nézve,	érdekes egy hely	volt, olyanok voltak ott a szobatársak, 
OK, nested	doc#1017	akár a második világháborús bombázórajnak,	érdekes egy harc	lenne:﹚ A vietnami küldetések jók voltak 
OK, full	doc#988	18:04:32 duck, ez a prágai út. ..h m,	érdekes egy fordulat	. Nyilván számít, hogyan jött tervbe ﹙te 
OK, nested	doc#982	hadd ne értsek egyet veled, meg a különben	érdekes egy filozófiával	amit itt írtál. Ha ezzel továbbmegyünk, 
OK, nested	doc#1010	gyilkosokat '? Azért az ügyvédje is	érdekes egy figura	, meg elég jól kereshet az ügyön. Nikolett 
OK, nested	doc#983	00:37:00 catcher: A holland joggyakorlat elég	érdekes egy dolog	: az ottani ' Btk ' -ban valóban vannak  
OK, full	doc#985	hajtották végre törvényi kötelezettségüket.	Érdekes egy dolog	! Annál is inkább, mert ha jól láttam, pedagógusok 
OK, full	doc#981	jelenlegi hajómra, egy igazi szovjet Asszolra.	Érdekes egy darab	. Eleve egy hétig dolgoztam rajta, míg úgy 
OK, full	doc#1015	megvettem ezt a termodobozos singles boxot,	érdekes egy darab	:-﹚ zsosz 08/30/99 14:36:19 ki az  
OK, nested	doc#991	eleve a feláldozásával számolunk. De ez	érdekes egy biztonság	. A légtér megsértése nem számít a semlegesség 
OK, nested	doc#1001	viszont Keleti arról nem tudott. Elég	érdekes egy bizottság	az, amelyiknek az elnöke sutyiban hívogatja 
OK, nested	doc#2245	galéria. A Brütal Legend, ha más nem is,	érdekes egy alkotás	lesz. A Metál Istenei által uralt világban 
OK, nested, special	doc#753	volt, egyszerre kegyetlen és kedves. Őrült	érdekes egy alak	volt. Ez a kapitány fölforgatott  
OK, full	doc#983	úr másnap letartóztattatta a fiut. Ugye	épületes egy ügy	? Aladár 10/14/98 12:19:00 Kedves rox 
OK, nested, special	doc#1002	nehezen lehetett minket elkerülni, elég	élénk egy társaság	voltunk, köztük én magam is. Kézcsókom 
OK, full	doc#1091	ma is inkább tanul. Hát, igaz, ami igaz:	élhetetlen egy banda	. ﹙Bár ült közöttünk egy majdnem huszonéves 
OK, nested, special	doc#1009	az Arabellában van egy kis vonó... elég	élelmes egy lélek	egyem a szivit nekije... Legközelebbb nyilvánossá 
OK, nested, special	doc#2422	Hogyha bárszékre ül egy akusztikus koncerten,	édesbús egy szál	gitáros-előadó lesz belőle ﹙még akkor is 
OK, nested	doc#979	Meggymag 11/24/98 13:08:00 Ez az Öki	édes egy pofa	!:o﹚ Öki 11/24/98 15:00:00 Meggymag 
OK, nested, special	doc#975	Nem véletlen, hogy elfelejtettem ha ilyen	átlagos egy neve	van:﹚ és Vah úr Sheldon nevét valóban 
OK, full	doc#2163	festeget, felfedezi az Északi-sarkot ﹙	álnok egy szokás	﹚, hurokrepülést végez, vagy Királyi 
OK, nested	doc#661	is beleborzad a szőröm, ha erre gondolok.	Ördögi egy pillantás	volt... azóta tudom, milyen démoni mesterség 
OK, full	doc#1011	keveset aludtam, tehát most meg fáradt vagyok.	Ördögi egy kör	.:o﹚﹚﹚﹚﹚﹚﹚ Xenor Macskafajzat 10/15/99 
OK, full	doc#1145	megvizsgáljuk a határt Komáromtól az Ungig.	Ördögi egy dolog	. A jenkik északon akarnak menni az etnikai 
OK, nested	doc#986	? 06/01/99 21:53:14 Halihó!	Érdekes egy verseny	volt, bár nem annyira a látvány miatt. 
OK, nested	doc#1000	zenéjében hallani ﹙addig a B nem engedte﹚.	Érdekes egy szitu	volt, J-nek kellet fizetni jogdíjat J-nek 
OK, full	doc#2301	legkisebb úthibára azonnal leesik az ívről.	Érdekes egy szerzemény	, talán egy collal kisebb felnikkel jobban 
OK, nested	doc#2248	megkapják a tableteket az izraeliek.	Érdekes egy stratégiája	van az Apple-nek. Kevesebb, mint 100 nap 
OK, nested	doc#2246	milliméteres Jack-aljzat a fülhallgatónak.	Érdekes egy kütyü	a MOVIT Mini, nem véletlenül vonta magára 
OK, nested	doc#2247	Siemens CFX65 - Német kosztüm Rusi	Érdekes egy készülék	a Siemens CFX65. A német gyártó legújabb 
OK, nested	doc#988	iszom semmit, akkor meg edzésben voltam.	Érdekes egy korszaka	volt az életemnek, az biztos.:﹚ Wágner 
OK, nested	doc#983	Bregg 11/11/98 18:03:00 Kedves Robzon!	Érdekes egy kockaparti	lenne :-﹚﹚﹚ De: én csak amellett ' kardoskodtam 
OK, full	doc#1020	bizonyítani, hogy honnan van a pénz. Hehehe.	Érdekes egy jogfelfogás	. Barátom, jobb ha ügyvéd nélkül nem ülsz 
OK, full	doc#2247	mobilról tudhatunk meg némi információt.	Érdekes egy helyzet	, amikor nem a hagyományos kémfotók alapján 
OK, nested	doc#548	zülleni. Kirúgták az egyetemről, csavargott.	Érdekes egy fráter	volt. Ha egy helyben ült, mint én most, 
OK, nested	doc#1020	korrózióvédelem, meg az aszfaltozás még hátra van...	Érdekes egy felújítás	volt ez, hallod. ' Tegnap átadták 
OK, nested	doc#1011	megértő és megbocsátó. Hogy birtad ezt leirni?	Érdekes egy eszmefuttatás	, az biztos.... Doktorbácsi mit mondott? 
OK, nested	doc#1097	Végül is föl lehet azt építeni másutt is. ﹙	Épületes egy látvány	lesz!﹚ Nem mintha az Örökös Pártelnök rászolgált 
OK, nested	doc#1528	évekkel ezelőtt még az álmomba is elkísért.	É-émelyítő egy szag	volt! CSINCSILLA Hát nem felejtetted 
OK, nested	doc#996	egy dolog. Mégis ÁRTATLAN vagyok!	Átokverte egy hajó	ez, AKASZTÓFA-FEGYELEM: nincsen soha kegyelem 
OK, full	doc#997	régiszépidők..:﹚ ? 06/01/99 22:04:36	Álmos egy banda	, mondhatom... ? 06/01/99 22:04:36 
OK, nested	doc#1324	Duna-parton, amikor véletlenül elutaztam. -	Állati egy alak	vagy. Tényleg tudsz pingpongozni, vagy  
OK, full	doc#2288	válik az egész, újragépeli az oldalakat.	Áldatlan egy munka	. Ám nyugdíj előtt álló szerkesztőink, ahelyett 
OK, nested	doc#2270	' az illetőnek volt adóssága bőven '. '	Zűrös egy emberként	ismerik az utcában, a jó ég tudja, hogy 
OK, nested, special	doc#2291	a régi neorealista filmekben. Piszkosul	zűrös egy banda	, mert itt nem csak az életforma frusztrált 
OK, nested, special	doc#402	De mindennek a tetejében olyan fösvény,	zsugori-fukar egy ember	volt, hogy a betévő falatot is sajnálta 
OK, nested	doc#1005	suxx﹚ Hella 10/29/99 13:12:16 Tyű!	Zavaros egy álom	volt! Jó reggelt!:o﹚ Mantra 10/30/99 
OK, full	doc#1538	onirikus Álomvaló versét kevésbé citálgatjuk.	Zavaros egy vers	. Jobban szeretem benne, a vers első felében 
OK, nested, special	doc#1020	Sand 10/06/99 18:14:21 Szó, ami lá, elég	zavaros egy pasi	volt. Ezzel a permanens forradalmával a 
OK, nested, special	doc#2247	pixelű megjelenítőt, bár ez esetben már egy	vérbeli egy középkategóriásról	beszélnénk. Ha meg tudnak barátkozni a  
OK, nested	doc#240	tartaná egészben képtelenségnek. Csupán	vénecske egy ember	vólnék. Gyöngén említi, odavetőn, hogy  
OK, nested	doc#2223	arra jutunk, hogy bizony semmi végre. Hogy	vékony egy darab	ez, egy közepes ötlet, meg az öröm, hogy 
OK, nested	doc#1547	rakják; gémeskút és megint meztelen láb és	végtelen egy tagban	fekete szántó; elhanyagolt vetés; silány 
OK, nested	doc#756	abban maradhatok meg, hogy még ilyen furcsa,	visszás egy ügyem	sosem volt fehérnéppel, mint ezzel a Fitoskával 
OK, nested	doc#2077	másikban a vödör lóg: hogyan vakarózzék?	Visszás egy állapot	volt! Kínjában akkorát ordított oda, a  
OK, nested	doc#1370	csak szolga harcol szolga ellen. HOMUNCULUS	Visszás egy lény	az ember; hagyd ilyennek! Védvén magát, 
OK, nested	doc#1006	steinbergit megvette, az az övé. Nagyon	vidám egy ember	, szívesen van a pincében. Meg-megiszik  
OK, nested	doc#1021	egy ideje. Szóval azt mondanám, hogy	vicces egy értékrended	van:﹚ iudex 10/18/99 16:13:21 Neked 
OK, nested	doc#2514	ízlés határán lenni ' ﹙Paul Landers﹚; '	Vicces egy vita	ez, olyan, mint tiltott gyümölcsöt lopni 
OK, nested	doc#2245	veszett ki a humor - s milyen jó, ha nemcsak	vicces egy lemez	, de a zenészek is nagyon jók... Nem 
OK, full	doc#1088	többszörösen hajtogatott, fából faragott barna cső,	vicces egy hangszer	. Bohókat komponálnak rá, hangzó humort, 
OK, nested	doc#2245	is érdemes irtani őket. A lambent ugyanis	vicces egy fajta	, hiszen a bennük folyó Imulsion nyersanyag 
OK, nested	doc#1005	07/05/99 15:26:09 A ' Gedeon bácsi ' igen	veszélyes egy nóta	... NEM NEM NEM!!! JAJJAJAJAJ nem akarom 
OK, nested	doc#777	hozzájuk, zárjuk még a garázs ajtaját is.	Veszélyes egy jószág	ilyen szempontból ez a Foltos, hiszen amikor 
OK, nested	doc#1010	07/30/99 22:28:44 először?? hát tudd meg,	veszélyes egy helyre	kerültél. 1esek szerint rosszabb a drognál 
OK, full	doc#1012	a Napba, akár pórul is járhatnak. Hiába,	veszélyes egy foglalkozás	. Igaz, ez a szakma érte meg eddig a világon 
OK, nested	doc#985	olvastatok már tőlem valamit arról, hoghy milyen	veszélyes egy ember	ő? Ez a véleménye, nemigen látom okát,  
OK, nested	doc#756	, azt is mind ő durrantotta le. Ez	veszedelmes egy vadember	volt. Ne szaporítsak sokat! Már maga 
OK, nested	doc#1448	fogja játszhatni. Lamartine Girondistái	veszedelmes egy olvasmány	, sem nem történelem, sem nem regény, de 
OK, full	doc#2113	ilyen szavak buktak ki belőlem részegen:	Veszedelmes egy nő	! Ijesztően kiismerhetetlen, s életveszélyesen 
other	doc#2071	parittyás, csúzlis gyerekeikről. Átkozott,	veszedelmes egy nép	, ezt mondhatom! Csak indulnánk már el innen 
OK, nested	doc#1547	mint egy megbolondult szerecsen. -	Veszedelmes egy jószág	lehet - mondom a lánynak. - Bizony 
OK, nested	doc#2601	bemennek a lakásba is, meg mindenhova. Hát ez	veszedelmes egy dolog	ez. ' ' És itt a probléma, hogy a 
OK, full	doc#1021	Donneck 10/18/99 16:16:07 Vigyázz vele!	Veszedelmes egy alak	és ráadásul az álcázás nagymestere! 
OK, nested	doc#1004	rettenetesen kellemes lehet, de egyben nem teljesen	veszedelem-mentes egy helyzet	ez, mert egyszer-egyszer kegyetlen emberek 
OK, nested	doc#2149	Országgyűlésnek. Egyetértek tehát azzal a	velős egy mondattal	, ami azt mondja, hogy fogadjuk el a beszámolót 
OK, nested, special	doc#2611	kapni. Hát ilyenek vagyunk, horgászok nagyon	vegyes egy társulat	. ' 2011-08-18 Kossuth - 180 perc Folytatódik 
OK, nested	doc#976	otthon egy jó kis alázós MATÁV telefonszámla,	vastag egy számla	volt. nem tudom ti hogy emlékeztek a dologra 
OK, nested, special	doc#990	négyjegyű számra elég. Tényleg jó	vastag egy napló	ez :-﹚﹚ KoLa 03/21/99 16:40:09 Han 
OK, nested	doc#1096	utoljára az olasz, a Serie A rajtolt, máris	vaskos egy meglepetéssel	, az Internazionale Reggio Calabria-i vereségével 
OK, nested	doc#2568	játékosra, aki kétségbeesetten állítja, hogy	valódi egy szellem	támadt rá az egyik emeleten. Deanék a szálloda 
OK, nested	doc#127	Na de a macsekok, az igen, azok aztán	vagány egy népség	! Nincs szükségük emberi, ikreki ﹙gondoskodom 
OK, nested	doc#263	Juli elmosolyodott. - Hát persze!	Vacak egy nő	vagyok! Pedig a származásom kitűnő! Aranyat 
OK, nested	doc#978	manapság divat lett a ' kummantás '. Phúú, de	utálatos egy szó	volt ez annak idején:﹚﹚ Riel 11/05/98 
OK, full	doc#166	adta, mintha egy vármegyét adna... -	Utálatos egy nőszemély	, annyi biztos - mondja a szőke nő, s a  
OK, full	doc#280	Dedin a neve. - Oh, tudom - feleli. -	Utálatos egy ember	. Hisz nálunk is tanít a tanfolyamon. 
OK, nested	doc#752	Dávidovits és én mentem be a táróba.	Undorító egy út	várt ránk, mondhatom. Átlag minden tíz  
OK, full	doc#1120	behívót. Ti már elfelejtettétek. Nem. OK.	Undorító egy érzés	. A ' Két gesztenyében ' találkoztunk. Reggel 
OK, full	doc#2288	napot kívánok. A feleségem vett egy macskát,	undorító egy dög	, sunyi és büdös. Mármint a cica. Utálom 
OK, nested	doc#1461	lássátok, milyen nagyszerű ember vagyok én. -	Undok egy állat	maga fiatalúr - mondta nekem nemrég egy 
other	doc#1011	annyit, hogy hallottam már róla, hogy milyen	undok egy téma	, olyan seggelős ﹙bocsánat!﹚ tárgy. Le kell 
OK, full	doc#1461	, rossz szokásomat művelem, - bagózok...	Undok egy szokás	, - de hát én szeretem... És most szokjak 
OK, nested	doc#1748	macerálni. ' - ' Kicsoda? ' - ' Például maga.	Undok egy szobája	van. Simándinak Veszprémben konyakja is 
OK, nested	doc#1456	rámutat a tükörképre s így szól: - Hát nem	undok egy pofa	? Ezt már a lány parancsnak veszi s azzal 
OK, nested	doc#975	banya 09/07/98 10:35:00 Fókám, kedves!	Undok egy hétfő	van, csak virtuális közelséged vigyasztal 
OK, nested	doc#2113	tisztiorvosnak. S hogy az Irmus ura, mostanában	undok egy ember	különben, eléggé ümmgetett csak. Úgyhogy 
OK, nested	doc#2141	Shakespeare már több száz éve tudta, mondta: '	undok egy dolog	úgy mosni agyunkat, hogy az még mocskosabb 
OK, nested	doc#995	Kedveseim, hazudnék ha azt mondanám, hogy milyen	uncsi egy témakört	dobtatok itt fel. Ha hiszitek ha nem, nickemhez 
OK, nested, special	doc#2243	azzal megyegyező irányban forgott. Elég	uncsi egy magyarázat	, nem igaz? Ez ám az illúziórombolás...  
OK, nested	doc#355	szerint - Már ezeket is fentről nézdelem, biz	unalmas egy táj	a Végtelen - Oh konstellációk - galaktikák 
OK, full	doc#1701	két hetet töltött Sztálinvárosban. -	Unalmas egy hely	, öregem - azt mondta. Utána martinászokat 
OK, full	doc#1913	haját, hogy ne lássék, már kopaszodik...	unalmas egy ember	... LILIOMFI Unalmas! Liliomfi unalmas 
OK, nested	doc#1093	a konzekvenciát -, nahát, hogy ez milyen	udvariatlan egy ember	. K. Zs. 2001. szeptember 20., csütörtök 
OK, nested	doc#977	nem ejakuált Mónika jelenlétében. Azért	udvarias egy ember	ez a Billy! Egyébként nekem szimpatikus 
OK, nested	doc#2575	segített nekik az életük során. Amúgy elég	tüzes egy férfi	, sorra csábít minden hölgyeményt, s úgy 
